PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
1183;1980;224;9;6;1;3;0;-4;1;2;0;0;63;0;4;18;6;7;0;4;7;4527;419;622;0;0
1194;1985;289;12;5;1;1;2;0;0;0;0;1;61;0;8;50;32;7;0;0;2;2841;303;615;0;0
1194;1984;289;12;7;2;1;2;4;0;0;0;0;59;0;8;89;40;6;1;2;3;5377;162;449;0;0
1194;1983;255;10;2;0;1;0;-4;0;0;0;0;54;0;4;11;4;2;0;1;2;1548;403;153;0;0
1194;1979;236;9;3;1;3;2;2;1;0;0;0;72;0;7;55;32;2;0;1;0;2208;974;307;0;0
1194;1980;236;9;6;0;1;8;-1;0;0;0;0;56;0;10;70;37;5;1;1;7;4814;183;901;0;0
1194;1981;25;0;7;0;0;19;-3;0;0;0;0;62;0;5;82;45;3;1;3;5;4494;16;890;1;0
1194;1982;236;9;3;0;3;0;1;0;1;0;0;56;0;4;49;30;2;0;1;1;2467;65;515;0;0
1206;1979;21;0;7;3;2;15;4;0;0;0;0;72;0;16;19;9;18;5;3;4;7307;421;137;1;0
1206;1980;21;0;7;4;5;6;7;1;0;0;0;77;0;22;37;20;14;7;4;4;6036;1332;1247;0;0
1206;1981;21;0;7;4;2;4;-2;2;1;0;0;73;0;27;33;15;17;9;2;5;6128;1228;1543;0;0
1206;1982;21;0;7;2;5;9;1;0;0;0;0;67;1;18;3;1;16;5;2;6;5763;319;132;1;0
1206;1983;254;10;6;5;3;8;8;2;1;0;0;77;2;30;10;5;11;3;2;1;5725;1566;145;0;0
1206;1984;21;0;7;1;0;21;-3;1;0;0;0;64;0;15;0;0;12;1;0;4;3911;1783;0;1;0
1206;1985;21;0;7;4;5;4;5;1;2;0;0;76;0;11;0;0;24;6;3;4;6027;1538;203;0;0
1206;1986;21;0;3;0;0;0;-2;0;0;0;0;63;0;3;0;0;8;2;1;1;2361;59;86;0;0
1339;1984;23;0;7;1;2;2;-2;0;1;0;0;59;0;4;0;0;8;2;1;4;2871;71;0;0;0
1339;1979;23;0;7;0;2;2;-4;0;0;0;0;63;0;7;7;3;17;6;1;2;6248;0;290;0;0
1339;1980;23;0;7;0;1;4;0;0;0;0;0;61;0;8;6;2;12;4;3;4;4388;24;401;0;0
1339;1981;23;0;7;2;2;0;-3;0;0;0;0;62;0;6;11;2;10;5;3;4;5985;285;389;0;0
1339;1982;23;0;7;1;1;8;-3;1;0;0;0;61;0;12;0;0;10;6;1;3;5281;205;52;0;0
1339;1983;23;0;7;0;4;0;-4;0;0;0;0;64;0;6;0;0;11;1;3;1;5509;131;645;0;0
1384;1985;284;12;3;0;0;0;3;0;0;0;0;52;0;5;0;0;0;0;0;1;2483;0;397;0;0
1384;1984;284;12;7;0;3;0;7;0;0;0;0;55;0;9;0;0;5;0;1;4;5896;0;672;0;0
1384;1984;214;9;1;0;0;2;-4;0;0;0;0;40;0;2;0;0;1;1;0;1;1521;89;113;0;0
1384;1983;224;9;5;0;1;12;0;0;0;0;0;56;0;6;0;0;6;1;1;3;4862;184;855;0;0
1384;1982;242;10;6;0;2;14;-3;0;0;0;0;57;0;12;0;0;5;3;3;5;5516;342;372;0;0
